"Kod";"Nazwa";"Wyszczególnienie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
031613100000;"PODREGION NYSKI";"ogółem";"2011";2930,88;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2012";3061,39;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2013";3178,72;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2014";3309,34;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2015";3419,91;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2016";3532,99;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2017";3718,99;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2018";3997,58;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2019";4333,76;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2020";4684,08;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2021";5089,42;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2002";2144,14;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2003";2204,58;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2004";2295,24;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2005";2357,40;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2006";2484,14;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2007";2724,22;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2008";3014,11;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2009";3121,38;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2010";3281,48;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2011";3378,29;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2012";3477,52;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2013";3592,28;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2014";3762,67;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2015";3942,45;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2016";4083,32;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2017";4311,92;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2018";4524,34;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2019";4859,35;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2020";5231,71;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2021";5648,43;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2002";2068,58;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2003";2117,82;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2004";2215,95;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2005";2308,20;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2006";2440,26;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2007";2637,83;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2008";2910,95;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2009";3015,55;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2010";3102,87;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2011";3279,74;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2012";3399,11;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2013";3554,43;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2014";3675,57;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2015";3818,79;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2016";3948,47;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2017";4174,62;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2018";4447,03;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2019";4846,24;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2020";5162,28;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2021";5689,35;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2002";1776,60;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2003";1816,57;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2004";1891,87;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2005";1891,81;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2006";2006,98;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2007";2178,29;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2008";2388,26;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2009";2504,33;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2010";2638,68;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2011";2770,42;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2012";2920,47;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2013";3050,67;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2014";3206,48;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2015";3256,32;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2016";3404,74;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2017";3612,10;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2018";3849,62;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2019";4115,81;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2020";4480,66;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2021";4867,83;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2002";1875,47;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2003";1925,58;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2004";2013,28;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2005";2085,49;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2006";2186,49;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2007";2318,68;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2008";2530,72;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2009";2679,12;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2010";2787,61;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2011";2904,53;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2012";3010,94;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2013";3158,43;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2014";3256,36;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2015";3321,87;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2016";3460,72;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2017";3648,06;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2018";3888,69;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2019";4204,28;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2020";4542,82;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"2021";4964,68;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2002";1799,88;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2003";1836,04;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2004";1905,01;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2005";1958,96;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2006";2052,03;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2007";2192,49;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2008";2448,48;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2009";2606,69;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2010";2710,36;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2011";2837,70;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2012";2940,76;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2013";3043,51;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2014";3138,04;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2015";3220,10;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2016";3360,99;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2017";3564,35;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2018";3788,66;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2019";4093,58;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2020";4464,73;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"2021";4852,12;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2002";1903,12;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2003";1975,29;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2004";2029,57;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2005";2065,98;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2006";2144,85;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2007";2306,41;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2008";2547,18;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2009";2692,07;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2010";2803,04;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2011";2926,08;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2012";3060,00;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2013";3199,93;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2014";3318,40;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2015";3374,50;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2016";3477,03;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2017";3707,52;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2018";3967,44;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2019";4307,52;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2020";4605,03;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"2021";4980,31;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2002";1847,28;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2003";1923,72;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2004";1996,13;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2005";2047,07;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2006";2197,57;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2007";2439,76;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2008";2669,51;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2009";2814,76;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2010";2888,65;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2011";3018,67;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2012";3112,25;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2013";3240,53;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2014";3379,35;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2015";3487,73;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2016";3642,68;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2017";3865,64;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2018";4124,34;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2019";4379,60;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2020";4689,41;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"2021";5128,54;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2002";1832,37;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2003";1905,34;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2004";1988,38;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2005";2051,90;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2006";2149,96;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2007";2333,01;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2008";2585,39;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2009";2771,16;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2010";2879,61;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2011";2996,75;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2012";3143,45;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2013";3238,52;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2014";3386,72;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2015";3488,42;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2016";3635,45;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2017";3855,62;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2018";4136,78;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2019";4385,63;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2020";4811,66;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"2021";5295,68;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2002";2017,38;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2003";2150,02;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2004";2193,50;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2005";2280,76;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2006";2391,84;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2007";2537,85;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2008";2733,06;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2009";2884,92;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2010";2957,88;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2011";3136,22;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2012";3307,13;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2013";3484,32;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2014";3588,58;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2015";3666,90;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2016";3773,87;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2017";4054,95;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2018";4285,73;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2019";4540,04;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2020";4896,56;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"2021";5364,30;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2002";2470,83;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2003";2551,78;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2004";2732,27;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2005";2924,86;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2006";3092,80;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2007";3380,40;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2008";3732,78;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2009";3906,06;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2010";3967,76;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2011";4189,86;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2012";4307,53;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2013";4481,04;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2014";4701,11;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2015";4864,05;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2016";5028,48;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2017";5238,03;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2018";5563,08;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2019";6003,14;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2020";6316,15;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"2021";6883,40;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2002";1739,63;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2003";1788,40;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2004";1860,65;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2005";1934,83;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2006";1990,92;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2007";2171,65;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2008";2409,72;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2009";2515,29;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2010";2632,59;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2011";2752,14;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2012";2875,58;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2013";2992,83;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2014";3087,15;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2015";3189,85;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2016";3327,93;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2017";3516,25;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2018";3801,97;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2019";4083,25;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2020";4416,95;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"2021";4851,74;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2002";1904,14;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2003";1956,02;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2004";1902,60;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2005";1930,48;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2006";2026,42;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2007";2209,47;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2008";2430,91;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2009";2558,56;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2010";2685,60;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2011";2827,54;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2012";3005,10;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2013";3111,75;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2014";3216,30;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2015";3290,30;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2016";3437,24;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2017";3645,89;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2018";3876,70;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2019";4108,59;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2020";4435,83;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"2021";4854,96;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2002";1782,81;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2003";1833,82;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2004";1919,51;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2005";1973,12;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2006";2051,97;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2007";2204,99;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2008";2425,08;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2009";2530,12;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2010";2660,81;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2011";2806,10;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2012";2927,90;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2013";3050,59;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2014";3184,97;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2015";3266,68;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2016";3358,68;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2017";3564,23;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2018";3772,26;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2019";4076,30;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2020";4427,05;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"2021";4838,42;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2002";2022,54;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2003";2083,59;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2004";2184,24;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2005";2258,86;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2006";2395,32;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2007";2586,98;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2008";2806,57;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2009";2970,65;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2010";3098,75;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2011";3236,59;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2012";3335,89;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2013";3454,47;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2014";3588,25;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2015";3729,95;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2016";3847,78;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2017";4006,68;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2018";4233,47;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2019";4567,00;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2020";5002,32;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"2021";5421,76;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2002";1724,19;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2003";1818,59;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2004";1888,93;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2005";1941,29;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2006";2048,99;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2007";2211,83;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2008";2487,76;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2009";2584,42;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2010";2705,93;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2011";2894,52;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2012";2992,86;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2013";3110,25;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2014";3209,75;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2015";3394,76;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2016";3540,82;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2017";3792,68;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2018";4112,89;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2019";4425,94;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2020";4787,47;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"2021";5209,89;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2002";2102,42;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2003";2164,79;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2004";2293,67;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2005";2401,67;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2006";2500,84;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2007";2698,09;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2008";3002,12;"zł";"";
