"Kod";"Nazwa";"Wyszczególnienie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
020811400000;"PODREGION ZIELONOGÓRSKI";"ogółem";"2020";4918,01;"zł";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"ogółem";"2021";5395,23;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2002";1760,26;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2003";1809,85;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2004";1855,69;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2005";1880,20;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2006";1988,33;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2007";2180,54;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2008";2403,91;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2009";2490,05;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2010";2603,67;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2011";2746,13;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2012";2853,24;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2013";2946,01;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2014";3050,61;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2015";3150,45;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2016";3318,27;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2017";3556,09;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2018";3808,29;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2019";4026,68;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2020";4301,84;"zł";"";
023015700000;"PODREGION KALISKI";"ogółem";"2021";4671,19;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2002";2053,15;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2003";2112,66;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2004";2147,93;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2005";2196,31;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2006";2290,86;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2007";2448,56;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2008";2649,16;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2009";2785,25;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2010";2907,87;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2011";3075,49;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2012";3141,08;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2013";3238,91;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2014";3336,53;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2015";3419,09;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2016";3519,61;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2017";3734,62;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2018";3974,27;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2019";4244,80;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2020";4621,74;"zł";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2021";4999,08;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2002";1755,10;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2003";1823,64;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2004";1882,56;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2005";1904,72;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2006";2017,28;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2007";2231,88;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2008";2443,79;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2009";2582,70;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2010";2696,74;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2011";2850,87;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2012";2979,42;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2013";3124,90;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2014";3249,21;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2015";3348,82;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2016";3458,30;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2017";3716,92;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2018";4022,77;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2019";4267,47;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2020";4655,24;"zł";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2021";5021,32;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2002";1826,73;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2003";1862,53;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2004";1943,12;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2005";2015,31;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2006";2148,41;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2007";2393,54;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2008";2628,03;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2009";2749,86;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2010";2885,69;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2011";3025,14;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2012";3136,94;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2013";3302,81;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2014";3394,31;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2015";3437,96;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2016";3595,33;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2017";3809,50;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2018";4106,86;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2019";4355,58;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2020";4628,97;"zł";"";
023016000000;"PODREGION PILSKI";"ogółem";"2021";5021,43;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2002";1988,91;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2003";2100,59;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2004";2166,77;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2005";2202,44;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2006";2313,90;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2007";2546,32;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2008";2834,59;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2009";2878,72;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2010";3104,99;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2011";3264,00;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2012";3377,82;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2013";3492,70;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2014";3527,19;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2015";3677,14;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2016";3860,98;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2017";4046,48;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2018";4267,95;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2019";4630,73;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2020";4811,75;"zł";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2021";5119,01;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2002";2395,19;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2003";2504,90;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2004";2615,90;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2005";2734,73;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2006";2889,84;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2007";3156,71;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2008";3517,34;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2009";3668,55;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2010";3814,08;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2011";3987,13;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2012";4119,68;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2013";4256,82;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2014";4354,40;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2015";4549,11;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2016";4770,94;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2017";5062,37;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2018";5355,57;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2019";5713,03;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2020";6104,97;"zł";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2021";6662,69;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2002";1925,32;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2003";1970,71;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2004";2034,48;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2005";2086,95;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2006";2192,13;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2007";2382,27;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2008";2648,82;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2009";2773,97;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2010";2904,47;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2011";3045,57;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2012";3189,44;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2013";3304,24;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2014";3401,87;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2015";3480,06;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2016";3639,32;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2017";3826,52;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2018";4056,76;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2019";4410,38;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2020";4753,61;"zł";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2021";5234,59;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2002";1783,33;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2003";1831,82;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2004";1938,50;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2005";2006,34;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2006";2076,81;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2007";2270,10;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2008";2462,28;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2009";2601,95;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2010";2713,78;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2011";2908,19;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2012";3045,76;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2013";3149,36;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2014";3259,79;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2015";3338,95;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2016";3475,15;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2017";3685,73;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2018";3956,79;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2019";4209,60;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2020";4569,15;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2021";5020,01;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2002";2282,01;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2003";2365,24;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2004";2476,19;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2005";2630,23;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2006";2734,68;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2007";2975,73;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2008";3290,65;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2009";3472,49;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2010";3586,82;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2011";3761,89;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2012";3881,46;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2013";4029,51;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2014";4176,65;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2015";4381,58;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2016";4539,15;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2017";4732,93;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2018";5007,48;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2019";5408,91;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2020";5695,84;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2021";6244,67;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2002";2078,07;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2003";2155,08;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2004";2217,02;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2005";2274,14;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2006";2371,57;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2007";2567,68;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2008";2837,52;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2009";2984,43;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2010";3042,28;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2011";3204,04;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2012";3319,75;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2013";3437,47;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2014";3546,88;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2015";3712,34;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2016";3856,65;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2017";4085,94;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2018";4392,88;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2019";4679,39;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2020";5010,06;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2021";5342,48;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2002";2031,09;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2003";2085,53;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2004";2190,22;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2005";2218,44;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2006";2332,24;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2007";2502,36;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2008";2722,69;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2009";2910,76;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2010";2857,49;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2011";3030,82;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2012";3154,03;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2013";3250,31;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2014";3392,52;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2015";3548,77;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2016";3674,78;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2017";3889,70;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2018";4206,80;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2019";4521,92;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2020";4857,64;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2021";5352,68;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2002";2510,20;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2003";2633,31;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2004";2795,73;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2005";3022,86;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2006";3194,93;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2007";3512,55;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2008";3710,54;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2009";3879,43;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2010";4039,96;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2011";4238,64;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2012";4432,22;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2013";4620,55;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2014";4796,21;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2015";4942,92;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2016";5068,50;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2017";5322,33;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2018";5596,48;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2019";5989,93;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2020";6389,80;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2021";7106,37;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2002";1809,68;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2003";1945,31;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2004";2037,56;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2005";2124,09;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2006";2242,23;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2007";2468,10;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2008";2707,44;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2009";2872,70;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2010";2996,30;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2011";3178,25;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2012";3279,29;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2013";3383,23;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2014";3536,76;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2015";3657,49;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2016";3796,03;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2017";4038,08;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2018";4313,16;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2019";4676,61;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2020";5002,63;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2021";5420,04;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2002";1893,40;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2003";1949,59;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2004";1998,88;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2005";2072,83;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2006";2198,87;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2007";2447,88;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2008";2682,81;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2009";2812,66;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2010";2990,49;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2011";3197,45;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2012";3322,59;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2013";3430,83;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2014";3576,33;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2015";3634,49;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2016";3822,99;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2017";4137,53;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2018";4516,22;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2019";4889,20;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2020";5265,76;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2021";5826,56;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2002";2298,65;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2003";2367,30;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2004";2511,41;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2005";2649,62;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2006";2797,71;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2007";3048,98;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2008";3415,39;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2009";3556,10;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2010";3675,85;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2011";3827,68;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2012";3923,93;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2013";4129,56;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2014";4337,99;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2015";4569,88;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2016";4800,54;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2017";5070,35;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2018";5338,47;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2019";5757,54;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2020";6140,64;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2021";6693,90;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2002";1772,01;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2003";1820,19;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2004";1919,12;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2005";1990,06;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2006";2090,09;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2007";2327,30;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2008";2525,79;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2009";2655,47;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"2010";2780,65;"zł";"";
