"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"ogółem";"2019";2595;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"ogółem";"2020";3136;"zł";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"ogółem";"2021";3267;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2010";4620;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2011";4538;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2012";4391;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2013";4301;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2014";4201;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2015";4375;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2016";4452;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2017";4575;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2018";4893;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2019";5366;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2020";5573;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2021";6566;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2010";3600;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2011";3421;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2012";3237;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2013";3275;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2014";3384;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2015";3215;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2016";3454;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2017";3684;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2018";3860;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2019";4310;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2020";4726;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2021";5142;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2010";2605;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2011";2508;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2012";2419;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2013";2392;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2014";2381;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2015";2375;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2016";2374;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2017";2477;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2018";2540;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2019";3026;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2020";3499;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2021";4058;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2010";3070;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2011";2972;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2012";2797;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2013";2797;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2014";2818;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2015";2807;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2016";2941;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2017";3020;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2018";3291;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2019";3511;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2020";3991;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2021";4393;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2010";2155;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2011";2118;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2012";1999;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2013";2119;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2014";2077;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2015";2004;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2016";2038;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2017";2121;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2018";2301;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2019";2381;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2020";2675;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2021";3173;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2010";3242;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2011";3587;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2012";3537;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2013";3377;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2014";3651;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2015";3620;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2016";3688;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2017";3852;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2018";4004;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2019";4371;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2020";4688;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2021";5172;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2010";5617;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2011";5758;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2012";5381;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2013";5183;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2014";5206;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2015";5244;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2016";5409;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2017";5674;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2018";5906;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2019";6279;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2020";7055;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2021";8019;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2010";2410;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2011";2526;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2012";2352;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2013";2103;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2014";2199;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2015";2205;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2016";2212;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2017";2252;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2018";2401;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2019";2409;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2020";2948;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2021";3264;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2010";3367;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2011";3233;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2012";2975;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2013";3017;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2014";3235;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2015";3100;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2016";3101;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2017";3226;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2018";3826;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2019";4199;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2020";4864;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2021";4733;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2010";3791;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2011";3985;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2012";3857;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2013";3800;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2014";3769;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2015";3800;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2016";3943;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2017";4257;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2018";4598;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2019";5012;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2020";5714;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2021";6109;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2010";2511;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2011";2468;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2012";2366;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2013";2483;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2014";2457;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2015";2500;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2016";2481;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2017";2815;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2018";3113;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2019";3310;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2020";3564;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2021";3820;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2010";2379;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2011";2553;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2012";2506;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2013";2469;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2014";2422;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2015";2500;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2016";2541;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2017";2639;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2018";2774;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2019";3141;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2020";3594;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2021";4419;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2010";2697;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2011";2832;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2012";2813;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2013";2654;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2014";2764;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2015";2714;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2016";2661;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2017";2956;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2018";3109;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2019";3380;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2020";3807;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2021";4245;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2010";2131;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2011";2116;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2012";2411;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2013";2331;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2014";1996;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2015";2434;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2016";2446;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2017";2647;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2018";2632;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2019";2860;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2020";3538;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2021";3701;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2010";4453;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2011";4353;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2012";4180;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2013";4046;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2014";4070;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2015";4111;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2016";4169;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2017";4327;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2018";4635;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2019";4842;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2020";5417;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2021";5893;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2010";3301;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2011";3212;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2012";2885;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2013";3073;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2014";3068;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2015";3002;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2016";3061;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2017";3095;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2018";3323;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2019";3573;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2020";4091;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2021";4378;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2010";3286;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2011";3144;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2012";3135;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2013";2912;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2014";3041;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2015";2970;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2016";3045;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2017";3127;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2018";3598;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2019";3889;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2020";4345;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2021";4745;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2010";5597;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2011";5534;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2012";5476;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2013";5170;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2014";5217;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2015";5329;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2016";5527;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2017";6033;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2018";6692;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2019";7185;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2020";7950;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2021";8774;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2010";2421;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2011";2446;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2012";2523;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2013";2708;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2014";2695;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2015";2699;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2016";2872;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2017";3064;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2018";3321;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2019";3476;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2020";3984;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2021";4233;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2010";3068;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2011";2989;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2012";2893;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2013";2900;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2014";2973;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2015";2857;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2016";2930;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2017";3113;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2018";3390;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2019";3407;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2020";4089;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2021";4481;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2010";2915;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2011";2690;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2012";2794;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2013";2720;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2014";2800;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2015";2733;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2016";2645;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2017";2839;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2018";2949;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2019";3328;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2020";4026;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2021";4351;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2010";4037;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2011";4194;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2012";4040;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2013";3814;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2014";3938;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2015";3821;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2016";3635;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2017";3893;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2018";3891;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2019";4399;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2020";5060;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2021";5565;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2010";3000;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2011";2934;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2012";2725;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2013";2925;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2014";2718;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2015";2732;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2016";2703;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2017";2777;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2018";3071;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2019";3561;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2020";4303;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2021";4706;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2010";4009;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2011";3821;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2012";3715;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2013";3743;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2014";3581;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2015";3534;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2016";3576;"zł";"";
