"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"ogółem";"2021";3142;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2010";4563;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2011";4419;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2012";4278;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2013";4186;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2014";4099;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2015";4166;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2016";4281;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2017";4461;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2018";4840;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2019";5213;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2020";5458;"zł";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"ogółem";"2021";6330;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2010";3802;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2011";3539;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2012";3409;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2013";3535;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2014";3507;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2015";3356;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2016";3611;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2017";3842;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2018";4095;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2019";4615;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2020";5375;"zł";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"ogółem";"2021";5660;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2010";2652;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2011";2501;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2012";2476;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2013";2553;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2014";2473;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2015";2548;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2016";2411;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2017";2454;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2018";2603;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2019";3004;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2020";3519;"zł";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"ogółem";"2021";3981;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2010";3005;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2011";2923;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2012";2846;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2013";2809;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2014";2842;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2015";2785;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2016";2947;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2017";3008;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2018";3214;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2019";3404;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2020";3844;"zł";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"ogółem";"2021";4193;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2010";2259;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2011";2192;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2012";2071;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2013";2226;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2014";2390;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2015";2171;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2016";2198;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2017";2345;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2018";2466;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2019";2536;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2020";2799;"zł";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"ogółem";"2021";3280;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2010";3195;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2011";3569;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2012";3514;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2013";3329;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2014";3533;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2015";3491;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2016";3512;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2017";3626;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2018";3811;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2019";4097;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2020";4487;"zł";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"ogółem";"2021";5021;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2010";5531;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2011";5599;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2012";5269;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2013";5484;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2014";5283;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2015";5265;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2016";5434;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2017";5550;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2018";5857;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2019";6292;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2020";7144;"zł";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"ogółem";"2021";8092;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2010";2347;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2011";2399;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2012";2245;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2013";2066;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2014";2170;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2015";2173;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2016";2152;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2017";2198;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2018";2345;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2019";2445;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2020";2849;"zł";"";
031613100000;"PODREGION NYSKI";"ogółem";"ogółem";"2021";3098;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2010";3313;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2011";3239;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2012";3091;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2013";2997;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2014";3161;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2015";3114;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2016";3123;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2017";3238;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2018";3594;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2019";3909;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2020";4464;"zł";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"ogółem";"2021";4609;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2010";3700;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2011";3923;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2012";3797;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2013";3755;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2014";3729;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2015";3749;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2016";3909;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2017";4149;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2018";4516;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2019";4885;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2020";5572;"zł";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"ogółem";"2021";6026;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2010";2485;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2011";2384;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2012";2304;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2013";2405;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2014";2371;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2015";2426;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2016";2394;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2017";2689;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2018";2965;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2019";3112;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2020";3345;"zł";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"ogółem";"2021";3714;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2010";2385;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2011";2534;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2012";2472;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2013";2510;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2014";2490;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2015";2487;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2016";2596;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2017";2684;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2018";2851;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2019";3111;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2020";3510;"zł";"";
040410800000;"PODREGION WŁOCŁAWSKI";"ogółem";"ogółem";"2021";4222;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2010";2666;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2011";2759;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2012";2716;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2013";2599;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2014";2662;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2015";2727;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2016";2623;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2017";2938;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2018";3049;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2019";3285;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2020";3696;"zł";"";
040416700000;"PODREGION INOWROCŁAWSKI";"ogółem";"ogółem";"2021";4122;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2010";2231;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2011";2199;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2012";2307;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2013";2305;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2014";2017;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2015";2348;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2016";2462;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2017";2553;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2018";2617;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2019";2805;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2020";3306;"zł";"";
040416800000;"PODREGION ŚWIECKI";"ogółem";"ogółem";"2021";3633;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2010";4544;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2011";4344;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2012";4204;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2013";4028;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2014";4010;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2015";4201;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2016";4136;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2017";4266;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2018";4514;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2019";4832;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2020";5408;"zł";"";
042214000000;"PODREGION GDAŃSKI";"ogółem";"ogółem";"2021";5724;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2010";3384;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2011";3307;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2012";2949;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2013";2981;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2014";3030;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2015";2905;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2016";3068;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2017";3115;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2018";3243;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2019";3469;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2020";3969;"zł";"";
042214100000;"PODREGION SŁUPSKI";"ogółem";"ogółem";"2021";4268;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2010";3114;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2011";2980;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2012";2897;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2013";2792;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2014";2886;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2015";2828;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2016";2884;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2017";2957;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2018";3283;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2019";3613;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2020";4103;"zł";"";
042214200000;"PODREGION STAROGARDZKI";"ogółem";"ogółem";"2021";4533;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2010";6173;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2011";6002;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2012";6031;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2013";5637;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2014";5679;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2015";5697;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2016";6033;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2017";6670;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2018";7031;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2019";7591;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2020";8508;"zł";"";
042214300000;"PODREGION TRÓJMIEJSKI";"ogółem";"ogółem";"2021";9624;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2010";2333;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2011";2329;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2012";2461;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2013";2591;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2014";2599;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2015";2590;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2016";2665;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2017";2929;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2018";3080;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2019";3149;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2020";3739;"zł";"";
042217200000;"PODREGION CHOJNICKI";"ogółem";"ogółem";"2021";3966;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2010";3119;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2011";2950;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2012";2869;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2013";2797;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2014";2837;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2015";2749;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2016";2834;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2017";3087;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2018";3424;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2019";3359;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2020";3900;"zł";"";
042815400000;"PODREGION ELBLĄSKI";"ogółem";"ogółem";"2021";4338;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2010";2728;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2011";2605;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2012";2701;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2013";2624;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2014";2612;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2015";2622;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2016";2559;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2017";2850;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2018";2915;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2019";3315;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2020";3951;"zł";"";
042815500000;"PODREGION EŁCKI";"ogółem";"ogółem";"2021";4349;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2010";3893;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2011";3967;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2012";3675;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2013";3538;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2014";3641;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2015";3629;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2016";3490;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2017";3674;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2018";3817;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2019";4171;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2020";4633;"zł";"";
042815600000;"PODREGION OLSZTYŃSKI";"ogółem";"ogółem";"2021";5218;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2010";3019;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2011";2932;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2012";2811;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2013";3007;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2014";2741;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2015";2845;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2016";2796;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2017";2836;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2018";3035;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2019";3480;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2020";4121;"zł";"";
051011500000;"PODREGION ŁÓDZKI";"ogółem";"ogółem";"2021";4529;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2010";4332;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2011";4041;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2012";3944;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2013";3952;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2014";3778;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2015";3738;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2016";3800;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2017";4107;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2018";4457;"zł";"";
