"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2019";4931;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2020";5514;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"ogółem";"2021";6102;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2010";2943;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2011";2936;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2012";2949;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2013";2615;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2014";2675;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2015";2688;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2016";2785;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2017";2828;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2018";2910;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2019";3499;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2020";3879;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"ogółem";"2021";4438;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2010";2321;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2011";2615;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2012";2433;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2013";2448;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2014";2387;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2015";2534;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2016";2380;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2017";2719;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2018";3030;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2019";3307;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2020";3688;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"ogółem";"2021";4243;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2010";3020;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2011";3322;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2012";3347;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2013";3293;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2014";3194;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2015";3120;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2016";3234;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2017";3278;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2018";3608;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2019";4081;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2020";4475;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"ogółem";"2021";4997;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2010";3221;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2011";3223;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2012";3889;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2013";3948;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2014";3692;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2015";3759;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2016";3641;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2017";3633;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2018";3947;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2019";4319;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2020";4935;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"ogółem";"2021";5328;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2010";2455;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2011";2661;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2012";2492;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2013";2423;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2014";2421;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2015";2405;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2016";2462;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2017";2502;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2018";2627;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2019";2731;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2020";3214;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"ogółem";"2021";3858;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2010";2458;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2011";2615;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2012";2601;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2013";2524;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2014";2661;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2015";2674;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2016";2713;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2017";2657;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2018";2858;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2019";3090;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2020";3427;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"ogółem";"2021";3887;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2010";2826;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2011";2919;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2012";2770;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2013";2709;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2014";2731;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2015";2743;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2016";2676;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2017";2784;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2018";3060;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2019";3367;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2020";3741;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"ogółem";"2021";4416;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2010";4430;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2011";4545;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2012";4528;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2013";4380;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2014";4466;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2015";4618;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2016";4815;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2017";4889;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2018";5116;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2019";5455;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2020";6126;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"ogółem";"2021";6606;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2010";2934;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2011";2806;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2012";3210;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2013";3083;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2014";3087;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2015";3210;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2016";3149;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2017";3361;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2018";3276;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2019";3829;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2020";4195;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"ogółem";"2021";4667;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2010";2400;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2011";2626;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2012";2526;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2013";2664;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2014";2391;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2015";2558;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2016";2353;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2017";2461;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2018";2675;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2019";3132;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2020";3263;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"ogółem";"2021";3878;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2010";2625;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2011";2708;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2012";2865;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2013";2667;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2014";2673;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2015";2587;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2016";2648;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2017";2821;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2018";2852;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2019";3102;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2020";3360;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"ogółem";"2021";3600;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2010";3740;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2011";3883;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2012";4015;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2013";3954;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2014";4121;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2015";4410;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2016";4161;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2017";4266;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2018";4566;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2019";5032;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2020";5384;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"ogółem";"2021";6112;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2010";2660;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2011";2746;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2012";2814;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2013";2705;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2014";2560;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2015";2695;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2016";2695;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2017";3052;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2018";3147;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2019";3404;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2020";3961;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"ogółem";"2021";4385;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2010";4254;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2011";4341;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2012";4269;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2013";4230;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2014";4184;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2015";4244;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2016";4248;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2017";4369;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2018";4578;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2019";5062;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2020";5549;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"ogółem";"2021";6057;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2010";3081;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2011";3193;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2012";3163;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2013";3015;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2014";3112;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2015";2897;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2016";3194;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2017";3022;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2018";3451;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2019";3652;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2020";4258;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"ogółem";"2021";4543;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2010";2950;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2011";2969;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2012";2631;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2013";3098;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2014";2879;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2015";3057;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2016";2958;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2017";3370;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2018";3442;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2019";3907;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2020";4222;"zł";"";
062013900000;"PODREGION SUWALSKI";"ogółem";"ogółem";"2021";4903;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2010";8421;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2011";8245;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2012";8022;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2013";7421;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2014";7685;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2015";7665;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2016";7783;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2017";8210;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2018";8769;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2019";9074;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2020";9901;"zł";"";
071412800000;"PODREGION MIASTO WARSZAWA";"ogółem";"ogółem";"2021";11076;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2010";4645;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2011";4791;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2012";4525;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2013";4232;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2014";4208;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2015";4123;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2016";4120;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2017";4432;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2018";4655;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2019";4911;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2020";5205;"zł";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"ogółem";"ogółem";"2021";5755;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2010";4956;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2011";5150;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2012";4916;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2013";4781;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2014";4710;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2015";4663;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2016";4677;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2017";4934;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2018";4945;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2019";5025;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2020";5380;"zł";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"ogółem";"ogółem";"2021";6042;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2010";2919;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2011";2918;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2012";2911;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2013";2953;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2014";2923;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2015";2860;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2016";2951;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2017";2892;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2018";2935;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2019";3321;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2020";3733;"zł";"";
071422500000;"PODREGION CIECHANOWSKI";"ogółem";"ogółem";"2021";3987;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2010";3057;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2011";3187;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2012";2800;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2013";3426;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2014";3176;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2015";3105;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2016";3470;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2017";3412;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2018";3186;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2019";3591;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2020";3937;"zł";"";
071422600000;"PODREGION OSTROŁĘCKI";"ogółem";"ogółem";"2021";4330;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2010";2740;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2011";2942;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2012";3017;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2013";2917;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2014";2976;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2015";2932;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2016";2982;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2017";3112;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2018";3288;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2019";3738;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2020";4170;"zł";"";
071422700000;"PODREGION RADOMSKI";"ogółem";"ogółem";"2021";4746;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2010";3308;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2011";3608;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2012";3781;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2013";3494;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2014";3543;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2015";3384;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2016";3382;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2017";3587;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2018";3505;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2019";3848;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2020";4060;"zł";"";
071427000000;"PODREGION PŁOCKI";"ogółem";"ogółem";"2021";4504;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2010";3571;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2011";3679;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2012";3474;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2013";3497;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2014";3444;"zł";"";
