"Kod";"Nazwa";"Ogółem";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2018";5,6;"%";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2019";5,0;"%";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2020";6,1;"%";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2021";5,6;"%";"";
023015800000;"PODREGION KONIŃSKI";"ogółem";"2022";5,4;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2004";15,0;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2005";13,3;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2006";10,3;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2007";6,8;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2008";6,0;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2009";9,2;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2010";9,1;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2011";8,8;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2012";9,5;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2013";9,0;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2014";7,1;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2015";5,8;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2016";4,7;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2017";3,8;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2018";3,4;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2019";3,1;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2020";3,8;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2021";3,3;"%";"";
023015900000;"PODREGION LESZCZYŃSKI";"ogółem";"2022";3,2;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2004";22,9;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2005";20,7;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2006";16,7;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2007";12,4;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2008";11,0;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2009";15,1;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2010";14,8;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2011";15,4;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2012";16,4;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2013";15,5;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2014";12,5;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2015";9,6;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2016";8,1;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2017";6,3;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2018";5,4;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2019";5,0;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2020";5,8;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2021";4,9;"%";"";
023016000000;"PODREGION PILSKI";"ogółem";"2022";5,0;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2004";13,6;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2005";12,3;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2006";9,4;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2007";5,3;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2008";3,8;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2009";6,7;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2010";6,6;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2011";6,5;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2012";7,5;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2013";7,2;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2014";5,4;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2015";4,4;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2016";3,6;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2017";2,5;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2018";2,1;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2019";1,9;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2020";2,8;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2021";2,3;"%";"";
023016100000;"PODREGION POZNAŃSKI";"ogółem";"2022";1,9;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2004";6,7;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2005";6,2;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2006";5,0;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2007";2,9;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2008";1,8;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2009";3,2;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2010";3,6;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2011";3,6;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2012";4,2;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2013";4,2;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2014";3,1;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2015";2,4;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2016";1,9;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2017";1,4;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2018";1,2;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2019";1,1;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2020";2,0;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2021";1,6;"%";"";
023016200000;"PODREGION MIASTO POZNAŃ";"ogółem";"2022";1,0;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2004";0,0;"%";"x";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2005";25,8;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2006";22,4;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2007";17,5;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2008";13,7;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2009";16,4;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2010";17,9;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2011";17,7;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2012";18,9;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2013";19,0;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2014";16,5;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2015";14,1;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2016";11,8;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2017";9,5;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2018";8,3;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2019";7,5;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2020";9,7;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2021";8,9;"%";"";
023216300000;"PODREGION KOSZALIŃSKI";"ogółem";"2022";7,9;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2004";0,0;"%";"x";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2005";34,6;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2006";29,0;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2007";24,0;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2008";20,2;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2009";24,7;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2010";24,4;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2011";24,6;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2012";25,2;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2013";25,1;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2014";22,0;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2015";19,7;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2016";17,2;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2017";14,7;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2018";13,2;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2019";12,1;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2020";13,7;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2021";12,5;"%";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"ogółem";"2022";12,1;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2004";15,3;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2005";14,1;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2006";11,8;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2007";6,5;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2008";4,3;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2009";8,5;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2010";9,7;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2011";9,9;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2012";11,0;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2013";10,6;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2014";9,3;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2015";6,8;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2016";4,7;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2017";3,1;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2018";2,6;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2019";2,4;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2020";3,9;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2021";3,3;"%";"";
023216500000;"PODREGION MIASTO SZCZECIN";"ogółem";"2022";3,0;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2004";0,0;"%";"x";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2005";29,2;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2006";24,7;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2007";19,5;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2008";16,1;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2009";19,6;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2010";20,2;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2011";19,2;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2012";19,1;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2013";18,7;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2014";15,7;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2015";13,4;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2016";11,3;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2017";8,6;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2018";7,5;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2019";6,7;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2020";8,0;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2021";6,8;"%";"";
023216600000;"PODREGION SZCZECIŃSKI";"ogółem";"2022";6,1;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2004";26,2;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2005";24,1;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2006";20,4;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2007";15,4;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2008";13,9;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2009";18,1;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2010";18,5;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2011";17,5;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2012";18,4;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2013";17,8;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2014";14,2;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2015";11,7;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2016";9,9;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2017";7,8;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2018";7,1;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2019";6,5;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2020";8,0;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2021";7,2;"%";"";
030210100000;"PODREGION JELENIOGÓRSKI";"ogółem";"2022";6,5;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2004";21,3;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2005";19,2;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2006";15,1;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2007";10,4;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2008";8,8;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2009";11,5;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2010";12,4;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2011";12,6;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2012";13,3;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2013";13,1;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2014";11,1;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2015";9,5;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2016";8,3;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2017";7,1;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2018";6,6;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2019";5,7;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2020";6,7;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2021";6,3;"%";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"ogółem";"2022";5,8;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2004";29,8;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2005";28,8;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2006";24,9;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2007";18,2;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2008";17,0;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2009";20,2;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2010";20,0;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2011";19,3;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2012";21,1;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2013";20,4;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2014";16,8;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2015";13,9;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2016";11,8;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2017";9,2;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2018";8,3;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2019";7,5;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2020";8,8;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2021";7,9;"%";"";
030210300000;"PODREGION WAŁBRZYSKI";"ogółem";"2022";7,5;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2004";23,9;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2005";21,5;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2006";16,3;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2007";10,8;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2008";9,2;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2009";12,5;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2010";12,5;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2011";11,6;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2012";13,1;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2013";12,9;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2014";9,8;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2015";8,2;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2016";7,1;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2017";5,7;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2018";5,2;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2019";4,6;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2020";5,3;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2021";4,8;"%";"";
030210400000;"PODREGION WROCŁAWSKI";"ogółem";"2022";4,6;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2004";12,3;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2005";10,9;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2006";8,0;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2007";4,5;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2008";3,3;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2009";5,1;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2010";5,5;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2011";5,0;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2012";5,7;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2013";5,5;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2014";4,1;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2015";3,3;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2016";2,7;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2017";2,1;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2018";1,9;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2019";1,6;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2020";2,4;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2021";1,9;"%";"";
030210500000;"PODREGION MIASTO WROCŁAW";"ogółem";"2022";1,6;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2004";0,0;"%";"x";
031613100000;"PODREGION NYSKI";"ogółem";"2005";26,5;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2006";23,1;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2007";17,1;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2008";14,2;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2009";17,9;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2010";19,2;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2011";19,0;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2012";20,5;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2013";20,6;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2014";17,0;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2015";14,1;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2016";12,5;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2017";9,9;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2018";8,6;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2019";7,9;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2020";9,2;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2021";8,8;"%";"";
031613100000;"PODREGION NYSKI";"ogółem";"2022";8,4;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2004";0,0;"%";"x";
031613200000;"PODREGION OPOLSKI";"ogółem";"2005";13,9;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2006";12,2;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2007";9,0;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2008";7,3;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2009";10,1;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2010";10,5;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2011";10,2;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2012";11,1;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2013";10,9;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2014";9,1;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2015";8,2;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2016";7,3;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2017";6,0;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2018";5,2;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2019";4,8;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2020";5,9;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2021";5,3;"%";"";
031613200000;"PODREGION OPOLSKI";"ogółem";"2022";4,9;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2004";14,6;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2005";13,8;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2006";11,1;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2007";7,7;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2008";6,5;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2009";9,4;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2010";9,6;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2011";9,5;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2012";10,7;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2013";11,1;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2014";9,2;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2015";7,3;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2016";6,5;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2017";5,5;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2018";4,9;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2019";4,0;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2020";4,8;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2021";3,9;"%";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"ogółem";"2022";3,4;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2004";0,0;"%";"x";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2005";28,1;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2006";24,1;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2007";18,6;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2008";16,8;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2009";20,2;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2010";20,9;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2011";20,9;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2012";21,7;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2013";21,4;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2014";17,7;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2015";15,1;"%";"";
040410700000;"PODREGION GRUDZIĄDZKI";"ogółem";"2016";13,5;"%";"";
