"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"ogółem";"2022";13325;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2000";20975;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2001";24928;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2002";24694;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2003";24497;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2004";23038;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2005";19108;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2006";14748;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2007";11003;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2008";9706;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2009";14326;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2010";14777;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2011";14464;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2012";15956;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2013";16363;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2014";12804;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2015";11052;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2016";8170;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2017";5988;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2018";5024;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2019";4831;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2020";6172;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2021";4838;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"mężczyźni";"2022";4940;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2000";24507;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2001";26877;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2002";25794;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2003";26102;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2004";25890;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2005";24868;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2006";22783;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2007";18778;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2008";15329;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2009";16653;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2010";18207;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2011";18752;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2012";19070;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2013";19238;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2014";16667;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2015";15278;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2016";11561;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2017";9858;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2018";9308;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2019";8404;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2020";10049;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2021";8438;"osoba";"";
011212200000;"PODREGION NOWOSĄDECKI";"ogółem";"kobiety";"2022";8385;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2000";35665;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2001";40813;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2002";40384;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2003";40979;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2004";37335;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2005";35015;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2006";28993;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2007";21856;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2008";18634;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2009";24079;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2010";25942;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2011";26555;"osoba";"";
