"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
023015900000;"PODREGION LESZCZYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";98;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";116;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";32;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";34;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";38;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";43;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";57;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";81;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";87;"-";"";
023016000000;"PODREGION PILSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";117;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";68;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";84;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";95;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";104;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";156;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";190;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";196;"-";"";
023016100000;"PODREGION POZNAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";217;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";182;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";186;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";200;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";224;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";243;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";259;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";287;"-";"";
023016200000;"PODREGION MIASTO POZNAŃ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";305;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";124;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";137;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";148;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";160;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";205;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";222;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";244;"-";"";
023216300000;"PODREGION KOSZALIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";280;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";19;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";30;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";39;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";41;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";62;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";85;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";91;"-";"";
023216400000;"PODREGION SZCZECINECKO-PYRZYCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";103;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";116;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";140;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";147;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";144;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";176;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";215;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";259;"-";"";
023216500000;"PODREGION MIASTO SZCZECIN";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";293;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";72;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";76;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";79;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";89;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";119;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";134;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";151;"-";"";
023216600000;"PODREGION SZCZECIŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";174;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";64;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";71;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";72;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";79;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";83;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";105;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";124;"-";"";
030210100000;"PODREGION JELENIOGÓRSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";142;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";89;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";97;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";99;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";111;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";153;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";183;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";204;"-";"";
030210200000;"PODREGION LEGNICKO-GŁOGOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";227;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";77;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";83;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";97;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";102;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";133;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";156;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";192;"-";"";
030210300000;"PODREGION WAŁBRZYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";227;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";75;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";89;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";104;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";115;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";164;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";202;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";224;"-";"";
030210400000;"PODREGION WROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";257;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";205;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";229;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";237;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";265;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";299;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";324;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";392;"-";"";
030210500000;"PODREGION MIASTO WROCŁAW";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";406;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";80;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";100;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";108;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";116;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";133;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";161;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";178;"-";"";
031613100000;"PODREGION NYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";194;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";114;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";129;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";140;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";148;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";183;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";211;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";231;"-";"";
031613200000;"PODREGION OPOLSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";261;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";87;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";100;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";103;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";117;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";160;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";188;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";231;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";266;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";16;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";21;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";30;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";30;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";42;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";58;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";78;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";90;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";22;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";31;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";31;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";44;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";59;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";87;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";86;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";121;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";30;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";30;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";42;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";48;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";59;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";68;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";81;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";112;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";26;"-";"";
