"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";27;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";39;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";46;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";59;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";71;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";88;"-";"";
040416800000;"PODREGION ŚWIECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";106;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";46;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";49;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";46;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";58;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";76;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";95;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";116;"-";"";
042214000000;"PODREGION GDAŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";138;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";80;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";80;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";79;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";86;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";97;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";116;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";138;"-";"";
042214100000;"PODREGION SŁUPSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";164;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";50;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";52;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";48;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";48;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";66;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";92;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";105;"-";"";
042214200000;"PODREGION STAROGARDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";109;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";88;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";97;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";102;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";109;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";141;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";163;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";197;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";251;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";47;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";52;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";55;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";66;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";72;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";94;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";129;"-";"";
042217200000;"PODREGION CHOJNICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";145;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";40;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";45;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";57;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";60;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";68;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";77;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";92;"-";"";
042815400000;"PODREGION ELBLĄSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";117;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";24;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";28;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";37;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";41;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";50;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";70;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";79;"-";"";
042815500000;"PODREGION EŁCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";98;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";48;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";55;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";63;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";65;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";95;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";117;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";120;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";139;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";45;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";52;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";64;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";73;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";103;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";121;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";128;"-";"";
051011500000;"PODREGION ŁÓDZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";166;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";134;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";136;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";138;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";149;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";160;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";173;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";208;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";223;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";27;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";33;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";57;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";67;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";109;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";122;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";128;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";155;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";21;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";25;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";35;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";41;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";70;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";81;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";86;"-";"";
051011800000;"PODREGION SIERADZKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";86;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";31;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";46;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";51;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";53;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";84;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";94;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";112;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";134;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";55;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";61;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";73;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";79;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";100;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";122;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";129;"-";"";
052615200000;"PODREGION KIELECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";157;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";16;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";17;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";24;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";26;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";38;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";42;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";57;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";86;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";20;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";29;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";34;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";40;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";59;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";72;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";86;"-";"";
060610900000;"PODREGION BIALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";104;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";33;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";37;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";42;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";44;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";57;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";63;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";77;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";91;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";70;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";74;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";89;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";99;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";123;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";153;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";182;"-";"";
060611100000;"PODREGION LUBELSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";232;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
