"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2009";4,5;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2010";5,5;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2011";5,3;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2012";5,2;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2013";4,7;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2014";4,9;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2015";5,3;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2016";4,7;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2017";4,8;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2018";4,4;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2019";4,3;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2020";4,3;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2021";4,3;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2022";;"-";"n";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2002";;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2003";;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2004";1,0;"-";"M";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2005";0,9;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2006";0,9;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2007";0,9;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2008";1,1;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2009";1,0;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2010";1,1;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2011";1,0;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2012";1,0;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2013";1,0;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2014";1,0;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2015";1,1;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2016";1,1;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2017";1,2;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2018";1,5;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2019";1,3;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2020";1,4;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2021";1,9;"-";"";
012415000000;"PODREGION SOSNOWIECKI";"nowe budynki mieszkalne na 1000 ludności";"2022";2,0;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2002";2,2;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2003";4,1;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2004";3,1;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2005";2,7;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2006";2,7;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2007";3,2;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2008";3,6;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2009";3,3;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2010";3,4;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2011";2,8;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2012";3,2;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2013";3,8;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2014";3,1;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2015";3,9;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2016";3,3;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2017";3,8;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2018";4,2;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2019";3,9;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2020";5,3;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2021";5,2;"-";"";
012415100000;"PODREGION TYSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2022";;"-";"n";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2002";126,4;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2003";137,4;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2004";125,6;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2005";140,8;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2006";131,7;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2007";143,1;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2008";127,0;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2009";137,3;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2010";132,3;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2011";131,2;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2012";132,7;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2013";133,9;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2014";132,6;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2015";122,7;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2016";133,4;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2017";127,1;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2018";120,0;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2019";122,9;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2020";108,8;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2021";122,4;"m2";"";
012415100000;"PODREGION TYSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2022";;"m2";"n";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2002";5,2;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2003";5,5;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2004";5,1;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2005";5,5;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2006";5,1;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2007";5,5;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2008";4,8;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2009";5,2;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2010";5,0;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2011";5,1;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2012";5,1;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2013";5,1;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2014";5,0;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2015";4,7;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2016";5,3;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2017";5,0;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2018";4,9;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2019";4,8;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2020";4,4;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2021";4,7;"-";"";
012415100000;"PODREGION TYSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2022";;"-";"n";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2002";;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2003";;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2004";2,0;"-";"M";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2005";2,1;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2006";1,8;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2007";2,5;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2008";2,1;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2009";2,4;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2010";2,4;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2011";2,0;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2012";2,5;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2013";2,8;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2014";2,3;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2015";2,7;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2016";2,6;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2017";2,9;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2018";3,1;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2019";3,0;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2020";3,3;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2021";4,0;"-";"";
012415100000;"PODREGION TYSKI";"nowe budynki mieszkalne na 1000 ludności";"2022";3,8;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2002";3,0;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2003";4,0;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2004";3,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2005";3,6;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2006";3,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2007";3,6;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2008";5,2;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2009";3,7;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2010";3,7;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2011";3,9;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2012";3,6;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2013";3,3;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2014";3,4;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2015";3,5;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2016";3,2;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2017";3,5;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2018";3,9;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2019";4,2;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2020";5,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2021";5,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2022";;"-";"n";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2002";93,7;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2003";103,0;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2004";104,2;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2005";93,5;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2006";93,9;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2007";94,4;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2008";91,0;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2009";95,7;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2010";93,7;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2011";91,6;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2012";90,9;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2013";94,5;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2014";90,2;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2015";92,1;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2016";89,4;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2017";90,1;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2018";83,2;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2019";87,3;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2020";83,1;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2021";83,6;"m2";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2022";;"m2";"n";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2002";4,2;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2003";4,6;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2004";4,6;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2005";4,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2006";4,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2007";4,2;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2008";4,0;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2009";4,3;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2010";4,2;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2011";4,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2012";4,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2013";4,3;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2014";4,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2015";4,3;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2016";4,0;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2017";4,0;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2018";3,9;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2019";3,9;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2020";3,8;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2021";3,9;"-";"";
020811300000;"PODREGION GORZOWSKI";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"2022";;"-";"n";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2002";;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2003";;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2004";1,6;"-";"M";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2005";1,6;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2006";1,4;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2007";1,5;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2008";2,1;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2009";1,9;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2010";1,7;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2011";1,9;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2012";1,8;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2013";1,7;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2014";1,6;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2015";1,8;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2016";1,6;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2017";1,7;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2018";1,8;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2019";2,2;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2020";2,4;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2021";2,5;"-";"";
020811300000;"PODREGION GORZOWSKI";"nowe budynki mieszkalne na 1000 ludności";"2022";2,9;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2002";2,0;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2003";3,7;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2004";2,2;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2005";3,1;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2006";2,8;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2007";3,0;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2008";3,6;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2009";3,7;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2010";3,0;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2011";2,8;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2012";2,8;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2013";3,0;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2014";3,2;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2015";3,0;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2016";3,7;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2017";4,2;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2018";4,4;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2019";4,0;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2020";5,3;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2021";5,1;"-";"";
020811400000;"PODREGION ZIELONOGÓRSKI";"mieszkania oddane do użytkowania na 1000 ludności";"2022";;"-";"n";
020811400000;"PODREGION ZIELONOGÓRSKI";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"2002";94,8;"m2";"";
